File Path,Line Number,Type,Pattern,Severity,Match,Message,Code
resources\js\Components\ProductCatalog\ProductSelectorForOrder.tsx,251,tailwind-class,border,warning,border-blue-500,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"className=""w-full border border-gray-300 rounded-md py-2 px-3 focus:ring-blue-500 focus:border-blue-500"""
resources\js\Components\ProductCatalog\ProductSelectorForOrder.tsx,266,tailwind-class,border,warning,border-b-2,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"<div className=""animate-spin rounded-full h-6 w-6 border-b-2 border-blue-600""></div>"
resources\js\Components\ProductCatalog\ProductSelectorForOrder.tsx,266,tailwind-class,border,warning,border-blue-600,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"<div className=""animate-spin rounded-full h-6 w-6 border-b-2 border-blue-600""></div>"
resources\js\Components\ProductCatalog\ProductSelectorForOrder.tsx,270,tailwind-class,text,warning,text-center,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<div className=""text-center py-8 text-gray-500"">"
resources\js\Components\ProductCatalog\ProductSelectorForOrder.tsx,270,tailwind-class,text,warning,text-gray-500,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<div className=""text-center py-8 text-gray-500"">"
resources\js\Components\ProductCatalog\ProductSelectorForOrder.tsx,286,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<div className=""flex items-center space-x-4 mt-1 text-sm text-gray-600"">"
resources\js\Components\ProductCatalog\ProductSelectorForOrder.tsx,300,tailwind-class,text,warning,text-xs,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<p className=""text-xs text-gray-500 mt-1 line-clamp-1"">"
resources\js\Components\ProductCatalog\ProductSelectorForOrder.tsx,300,tailwind-class,text,warning,text-gray-500,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<p className=""text-xs text-gray-500 mt-1 line-clamp-1"">"
resources\js\Components\ProductCatalog\ProductSelectorForOrder.tsx,305,tailwind-class,text,warning,text-blue-600,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<Check className=""w-5 h-5 text-blue-600"" />"
resources\js\Components\ProductCatalog\ProductSelectorForOrder.tsx,321,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<label className=""block text-sm font-medium text-gray-700 mb-1"">Graph Size (cm²) *</label>"
resources\js\Components\ProductCatalog\ProductSelectorForOrder.tsx,325,tailwind-class,border,warning,border-gray-300,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"className=""w-full border border-gray-300 rounded-md py-2 px-3 focus:ring-blue-500 focus:border-blue-500"""
resources\js\Components\ProductCatalog\ProductSelectorForOrder.tsx,325,tailwind-class,border,warning,border-blue-500,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"className=""w-full border border-gray-300 rounded-md py-2 px-3 focus:ring-blue-500 focus:border-blue-500"""
resources\js\Components\ProductCatalog\ProductSelectorForOrder.tsx,338,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<label className=""block text-sm font-medium text-gray-700 mb-1"">Units *</label>"
resources\js\Components\ProductCatalog\ProductSelectorForOrder.tsx,344,tailwind-class,border,warning,border-gray-300,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"className=""w-full border border-gray-300 rounded-md py-2 px-3 focus:ring-blue-500 focus:border-blue-500"""
resources\js\Components\ProductCatalog\ProductSelectorForOrder.tsx,344,tailwind-class,border,warning,border-blue-500,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"className=""w-full border border-gray-300 rounded-md py-2 px-3 focus:ring-blue-500 focus:border-blue-500"""
resources\js\Components\ProductCatalog\ProductSelectorForOrder.tsx,350,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<label className=""block text-sm font-medium text-gray-700 mb-1"">Expected Reimbursement *</label>"
resources\js\Components\ProductCatalog\ProductSelectorForOrder.tsx,357,tailwind-class,border,warning,border-gray-300,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"className=""w-full border border-gray-300 rounded-md py-2 px-3 focus:ring-blue-500 focus:border-blue-500"""
resources\js\Components\ProductCatalog\ProductSelectorForOrder.tsx,357,tailwind-class,border,warning,border-blue-500,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"className=""w-full border border-gray-300 rounded-md py-2 px-3 focus:ring-blue-500 focus:border-blue-500"""
resources\js\Components\ProductCatalog\ProductSelectorForOrder.tsx,363,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<label className=""block text-sm font-medium text-gray-700 mb-1"">Invoice Amount to Medicare (80%) *</label>"
resources\js\Components\ProductCatalog\ProductSelectorForOrder.tsx,370,tailwind-class,border,warning,border-gray-300,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"className=""w-full border border-gray-300 rounded-md py-2 px-3 focus:ring-blue-500 focus:border-blue-500"""
resources\js\Components\ProductCatalog\ProductSelectorForOrder.tsx,370,tailwind-class,border,warning,border-blue-500,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"className=""w-full border border-gray-300 rounded-md py-2 px-3 focus:ring-blue-500 focus:border-blue-500"""
resources\js\Components\ProductCatalog\ProductSelectorForOrder.tsx,376,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<label className=""block text-sm font-medium text-gray-700 mb-1"">Secondary Payer Amount (20%) *</label>"
resources\js\Components\ProductCatalog\ProductSelectorForOrder.tsx,383,tailwind-class,border,warning,border-gray-300,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"className=""w-full border border-gray-300 rounded-md py-2 px-3 focus:ring-blue-500 focus:border-blue-500"""
resources\js\Components\ProductCatalog\ProductSelectorForOrder.tsx,383,tailwind-class,border,warning,border-blue-500,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"className=""w-full border border-gray-300 rounded-md py-2 px-3 focus:ring-blue-500 focus:border-blue-500"""
resources\js\Components\ProductCatalog\ProductSelectorForOrder.tsx,389,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<label className=""block text-sm font-medium text-gray-700 mb-1"">Invoice to Doc from Manufacturer (40%) *</label>"
resources\js\Components\ProductCatalog\ProductSelectorForOrder.tsx,396,tailwind-class,border,warning,border-gray-300,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"className=""w-full border border-gray-300 rounded-md py-2 px-3 focus:ring-blue-500 focus:border-blue-500"""
resources\js\Components\ProductCatalog\ProductSelectorForOrder.tsx,396,tailwind-class,border,warning,border-blue-500,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"className=""w-full border border-gray-300 rounded-md py-2 px-3 focus:ring-blue-500 focus:border-blue-500"""
resources\js\Components\ProductCatalog\ProductSelectorForOrder.tsx,406,tailwind-class,text,warning,text-md,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<h4 className=""text-md font-semibold text-gray-900 mb-3"">Order Summary</h4>"
resources\js\Components\ProductCatalog\ProductSelectorForOrder.tsx,407,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<div className=""grid grid-cols-1 md:grid-cols-2 gap-4 text-sm"">"
resources\js\Components\ProductCatalog\ProductSelectorForOrder.tsx,432,tailwind-class,text,warning,text-blue-600,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<span className=""ml-2 font-medium text-blue-600"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,380,tailwind-class,border,warning,border-b-2,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"<div className=""animate-spin rounded-full h-8 w-8 border-b-2 border-blue-600""></div>"
resources\js\Components\ProductCatalog\ProductSelector.tsx,380,tailwind-class,border,warning,border-blue-600,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"<div className=""animate-spin rounded-full h-8 w-8 border-b-2 border-blue-600""></div>"
resources\js\Components\ProductCatalog\ProductSelector.tsx,392,tailwind-class,text,warning,text-lg,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<h3 className=""text-lg font-semibold text-gray-900"">{title}</h3>"
resources\js\Components\ProductCatalog\ProductSelector.tsx,393,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<p className=""text-sm text-gray-600"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,397,tailwind-class,text,warning,text-xs,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<p className=""text-xs text-blue-600 mt-1"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,397,tailwind-class,text,warning,text-blue-600,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<p className=""text-xs text-blue-600 mt-1"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,403,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<span className=""text-sm text-gray-500"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,403,tailwind-class,text,warning,text-gray-500,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<span className=""text-sm text-gray-500"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,408,tailwind-class,background,warning,bg-white,Tailwind background class should use glass- prefix or be defined in glass-theme.ts,"className=""inline-flex items-center px-3 py-2 border border-gray-300 shadow-sm text-sm font-medium rounded-md text-gray-700 bg-white hover:bg-gray-50"""
resources\js\Components\ProductCatalog\ProductSelector.tsx,408,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"className=""inline-flex items-center px-3 py-2 border border-gray-300 shadow-sm text-sm font-medium rounded-md text-gray-700 bg-white hover:bg-gray-50"""
resources\js\Components\ProductCatalog\ProductSelector.tsx,408,tailwind-class,border,warning,border-gray-300,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"className=""inline-flex items-center px-3 py-2 border border-gray-300 shadow-sm text-sm font-medium rounded-md text-gray-700 bg-white hover:bg-gray-50"""
resources\js\Components\ProductCatalog\ProductSelector.tsx,418,tailwind-class,text,warning,text-gray-400,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<Search className=""w-5 h-5 absolute left-3 top-3 text-gray-400"" />"
resources\js\Components\ProductCatalog\ProductSelector.tsx,424,tailwind-class,border,warning,border-gray-300,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"className=""w-full pl-10 pr-4 py-2 border border-gray-300 rounded-md focus:ring-blue-500 focus:border-blue-500"""
resources\js\Components\ProductCatalog\ProductSelector.tsx,424,tailwind-class,border,warning,border-blue-500,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"className=""w-full pl-10 pr-4 py-2 border border-gray-300 rounded-md focus:ring-blue-500 focus:border-blue-500"""
resources\js\Components\ProductCatalog\ProductSelector.tsx,432,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<label className=""block text-sm font-medium text-gray-700 mb-1"">Category</label>"
resources\js\Components\ProductCatalog\ProductSelector.tsx,436,tailwind-class,border,warning,border-gray-300,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"className=""w-full border border-gray-300 rounded-md py-2 px-3 focus:ring-blue-500 focus:border-blue-500"""
resources\js\Components\ProductCatalog\ProductSelector.tsx,436,tailwind-class,border,warning,border-blue-500,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"className=""w-full border border-gray-300 rounded-md py-2 px-3 focus:ring-blue-500 focus:border-blue-500"""
resources\js\Components\ProductCatalog\ProductSelector.tsx,445,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<label className=""block text-sm font-medium text-gray-700 mb-1"">Manufacturer</label>"
resources\js\Components\ProductCatalog\ProductSelector.tsx,449,tailwind-class,border,warning,border-gray-300,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"className=""w-full border border-gray-300 rounded-md py-2 px-3 focus:ring-blue-500 focus:border-blue-500"""
resources\js\Components\ProductCatalog\ProductSelector.tsx,449,tailwind-class,border,warning,border-blue-500,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"className=""w-full border border-gray-300 rounded-md py-2 px-3 focus:ring-blue-500 focus:border-blue-500"""
resources\js\Components\ProductCatalog\ProductSelector.tsx,465,tailwind-class,text,warning,text-lg,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<h4 className=""text-lg font-semibold text-gray-900 flex items-center"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,466,tailwind-class,text,warning,text-purple-600,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<Sparkles className=""w-5 h-5 mr-2 text-purple-600"" />"
resources\js\Components\ProductCatalog\ProductSelector.tsx,470,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<div className=""flex items-center text-sm text-gray-600"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,478,tailwind-class,background,warning,bg-yellow-50,Tailwind background class should use glass- prefix or be defined in glass-theme.ts,"<div className=""mb-4 p-3 bg-yellow-50 border border-yellow-200 rounded-md flex items-center"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,478,tailwind-class,border,warning,border-yellow-200,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"<div className=""mb-4 p-3 bg-yellow-50 border border-yellow-200 rounded-md flex items-center"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,479,tailwind-class,text,warning,text-yellow-600,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<AlertCircle className=""w-4 h-4 mr-2 text-yellow-600"" />"
resources\js\Components\ProductCatalog\ProductSelector.tsx,480,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<span className=""text-sm text-yellow-800"">{recommendationError}</span>"
resources\js\Components\ProductCatalog\ProductSelector.tsx,480,tailwind-class,text,warning,text-yellow-800,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<span className=""text-sm text-yellow-800"">{recommendationError}</span>"
resources\js\Components\ProductCatalog\ProductSelector.tsx,486,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<p className=""text-sm text-gray-600 mb-4"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,505,tailwind-class,text,warning,text-center,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<div className=""text-center py-6"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,506,tailwind-class,text,warning,text-gray-400,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<Info className=""w-8 h-8 mx-auto text-gray-400 mb-2"" />"
resources\js\Components\ProductCatalog\ProductSelector.tsx,515,tailwind-class,background,warning,bg-green-50,Tailwind background class should use glass- prefix or be defined in glass-theme.ts,"<div className=""bg-green-50 rounded-lg p-4"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,516,tailwind-class,text,warning,text-md,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<h4 className=""text-md font-semibold text-green-900 mb-3 flex items-center"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,516,tailwind-class,text,warning,text-green-900,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<h4 className=""text-md font-semibold text-green-900 mb-3 flex items-center"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,541,tailwind-class,background,warning,bg-blue-50,Tailwind background class should use glass- prefix or be defined in glass-theme.ts,"<div className=""mb-4 p-4 bg-blue-50 border border-blue-200 rounded-lg"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,541,tailwind-class,border,warning,border-blue-200,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"<div className=""mb-4 p-4 bg-blue-50 border border-blue-200 rounded-lg"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,544,tailwind-class,text,warning,text-blue-600,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<CheckCircle className=""w-5 h-5 mr-2 text-blue-600"" />"
resources\js\Components\ProductCatalog\ProductSelector.tsx,546,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<h4 className=""text-sm font-semibold text-blue-900"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,546,tailwind-class,text,warning,text-blue-900,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<h4 className=""text-sm font-semibold text-blue-900"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,549,tailwind-class,text,warning,text-xs,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<p className=""text-xs text-blue-700"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,549,tailwind-class,text,warning,text-blue-700,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<p className=""text-xs text-blue-700"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,557,tailwind-class,background,warning,bg-blue-100,Tailwind background class should use glass- prefix or be defined in glass-theme.ts,"className=""inline-flex items-center px-3 py-1 text-xs font-medium text-blue-700 bg-blue-100 rounded-md hover:bg-blue-200"""
resources\js\Components\ProductCatalog\ProductSelector.tsx,557,tailwind-class,background,warning,bg-blue-200,Tailwind background class should use glass- prefix or be defined in glass-theme.ts,"className=""inline-flex items-center px-3 py-1 text-xs font-medium text-blue-700 bg-blue-100 rounded-md hover:bg-blue-200"""
resources\js\Components\ProductCatalog\ProductSelector.tsx,557,tailwind-class,text,warning,text-xs,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"className=""inline-flex items-center px-3 py-1 text-xs font-medium text-blue-700 bg-blue-100 rounded-md hover:bg-blue-200"""
resources\js\Components\ProductCatalog\ProductSelector.tsx,557,tailwind-class,text,warning,text-blue-700,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"className=""inline-flex items-center px-3 py-1 text-xs font-medium text-blue-700 bg-blue-100 rounded-md hover:bg-blue-200"""
resources\js\Components\ProductCatalog\ProductSelector.tsx,564,tailwind-class,background,warning,bg-red-100,Tailwind background class should use glass- prefix or be defined in glass-theme.ts,"className=""inline-flex items-center px-3 py-1 text-xs font-medium text-red-700 bg-red-100 rounded-md hover:bg-red-200"""
resources\js\Components\ProductCatalog\ProductSelector.tsx,564,tailwind-class,background,warning,bg-red-200,Tailwind background class should use glass- prefix or be defined in glass-theme.ts,"className=""inline-flex items-center px-3 py-1 text-xs font-medium text-red-700 bg-red-100 rounded-md hover:bg-red-200"""
resources\js\Components\ProductCatalog\ProductSelector.tsx,564,tailwind-class,text,warning,text-xs,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"className=""inline-flex items-center px-3 py-1 text-xs font-medium text-red-700 bg-red-100 rounded-md hover:bg-red-200"""
resources\js\Components\ProductCatalog\ProductSelector.tsx,564,tailwind-class,text,warning,text-red-700,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"className=""inline-flex items-center px-3 py-1 text-xs font-medium text-red-700 bg-red-100 rounded-md hover:bg-red-200"""
resources\js\Components\ProductCatalog\ProductSelector.tsx,573,tailwind-class,background,warning,bg-yellow-50,Tailwind background class should use glass- prefix or be defined in glass-theme.ts,"<div className=""mb-4 p-3 bg-yellow-50 border border-yellow-200 rounded-md flex items-center"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,573,tailwind-class,border,warning,border-yellow-200,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"<div className=""mb-4 p-3 bg-yellow-50 border border-yellow-200 rounded-md flex items-center"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,574,tailwind-class,text,warning,text-yellow-600,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<Info className=""w-4 h-4 mr-2 text-yellow-600"" />"
resources\js\Components\ProductCatalog\ProductSelector.tsx,575,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<span className=""text-sm text-yellow-800"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,575,tailwind-class,text,warning,text-yellow-800,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<span className=""text-sm text-yellow-800"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,583,tailwind-class,text,warning,text-center,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<div className=""text-center py-12 bg-gray-50 rounded-lg"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,584,tailwind-class,text,warning,text-gray-500,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<p className=""text-gray-500"">No products found matching your criteria.</p>"
resources\js\Components\ProductCatalog\ProductSelector.tsx,591,tailwind-class,text,warning,text-blue-600,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"className=""mt-2 text-blue-600 hover:text-blue-800"""
resources\js\Components\ProductCatalog\ProductSelector.tsx,591,tailwind-class,text,warning,text-blue-800,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"className=""mt-2 text-blue-600 hover:text-blue-800"""
resources\js\Components\ProductCatalog\ProductSelector.tsx,617,tailwind-class,background,warning,bg-white,Tailwind background class should use glass- prefix or be defined in glass-theme.ts,"<div className=""bg-white border border-gray-200 rounded-lg p-4 sticky top-4"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,619,tailwind-class,text,warning,text-lg,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<h4 className=""text-lg font-semibold text-gray-900 flex items-center"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,623,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<span className=""text-sm text-gray-500"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,623,tailwind-class,text,warning,text-gray-500,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<span className=""text-sm text-gray-500"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,629,tailwind-class,text,warning,text-center,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<div className=""text-center py-8"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,630,tailwind-class,text,warning,text-gray-300,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<Package className=""w-12 h-12 mx-auto text-gray-300 mb-3"" />"
resources\js\Components\ProductCatalog\ProductSelector.tsx,631,tailwind-class,text,warning,text-gray-500,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<p className=""text-gray-500 mb-2"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,634,tailwind-class,text,warning,text-xs,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<p className=""text-xs text-gray-400"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,634,tailwind-class,text,warning,text-gray-400,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<p className=""text-xs text-gray-400"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,642,tailwind-class,background,warning,bg-blue-50,Tailwind background class should use glass- prefix or be defined in glass-theme.ts,"<div className=""p-3 bg-blue-50 rounded-md mb-4"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,643,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<h5 className=""text-sm font-semibold text-blue-900 mb-1"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,643,tailwind-class,text,warning,text-blue-900,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<h5 className=""text-sm font-semibold text-blue-900 mb-1"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,646,tailwind-class,text,warning,text-xs,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<div className=""text-xs text-blue-700 space-y-1"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,646,tailwind-class,text,warning,text-blue-700,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<div className=""text-xs text-blue-700 space-y-1"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,678,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<h5 className=""text-sm font-medium text-gray-900"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,681,tailwind-class,text,warning,text-xs,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<p className=""text-xs text-gray-500"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,681,tailwind-class,text,warning,text-gray-500,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<p className=""text-xs text-gray-500"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,687,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<h5 className=""text-sm font-medium text-gray-900"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,690,tailwind-class,text,warning,text-xs,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<p className=""text-xs text-gray-500"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,690,tailwind-class,text,warning,text-gray-500,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<p className=""text-xs text-gray-500"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,699,tailwind-class,text,warning,text-red-500,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"className=""text-red-500 hover:text-red-700"""
resources\js\Components\ProductCatalog\ProductSelector.tsx,699,tailwind-class,text,warning,text-red-700,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"className=""text-red-500 hover:text-red-700"""
resources\js\Components\ProductCatalog\ProductSelector.tsx,713,tailwind-class,border,warning,border-gray-300,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"className=""w-6 h-6 rounded-full border border-gray-300 flex items-center justify-center hover:bg-gray-50"""
resources\js\Components\ProductCatalog\ProductSelector.tsx,719,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<span className=""text-sm font-medium w-8 text-center"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,719,tailwind-class,text,warning,text-center,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<span className=""text-sm font-medium w-8 text-center"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,725,tailwind-class,border,warning,border-gray-300,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"className=""w-6 h-6 rounded-full border border-gray-300 flex items-center justify-center hover:bg-gray-50"""
resources\js\Components\ProductCatalog\ProductSelector.tsx,732,tailwind-class,text,warning,text-right,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<div className=""text-right"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,733,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<p className=""text-sm font-semibold text-gray-900"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,736,tailwind-class,text,warning,text-xs,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<p className=""text-xs text-gray-500"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,736,tailwind-class,text,warning,text-gray-500,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<p className=""text-xs text-gray-500"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,745,tailwind-class,border,warning,border-t,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"<div className=""border-t border-gray-200 pt-3"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,747,tailwind-class,text,warning,text-base,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<span className=""text-base font-semibold text-gray-900"">Total:</span>"
resources\js\Components\ProductCatalog\ProductSelector.tsx,748,tailwind-class,text,warning,text-lg,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<span className=""text-lg font-bold text-blue-600"">"
resources\js\Components\ProductCatalog\ProductSelector.tsx,748,tailwind-class,text,warning,text-blue-600,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<span className=""text-lg font-bold text-blue-600"">"
